CONTROL,RMOV,XCOND,XCOOP,XCOST,XHEAD,XINUS,XPER,XREL,XTEN,XUNIT,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'687302320143',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'687305900145',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'687336710143',1,'2','-6','-7','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'687346250147',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'687359760143',1,'3','-6','1','1','-9',5,'-6','3','1','1','-9','-9','-9','-9','-9'
'687359760143',2,'3','-6','2','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'687374190145',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'687376340145',1,'3','-6','3','1','-9',1,'-6','1','2','1','-9','-9','-9','-9','1'
'687379640141',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'687416060147',1,'2','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'687425950446',1,'3','-6','2','1','-9',1,'-6','2','3','1','-9','-9','-9','-9','1'
'687430530147',1,'3','-6','1','-9','-9',-7,'-6','1','3','1','-9','-9','-9','1','-9'
'687430530147',2,'-6','-6','-6','-6','1',-6,'-6','-6','-6','2','-9','-9','-9','1','-9'
'687430530147',3,'3','-6','2','1','-9',1,'-6','2','2','3','-9','-9','-9','-9','1'
'687437940148',1,'2','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'687447750143',1,'3','-6','1','1','-9',4,'-6','3','3','1','-9','-9','-9','-9','-9'
'687447910143',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'687447910143',2,'3','-6','2','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'687447910143',3,'3','-6','2','2','-9',2,'2','2','2','3','-9','-9','-9','-9','-9'
'687452080146',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'687452230246',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'687473130142',1,'3','-6','1','2','-9',6,'2','3','1','1','-9','-9','-9','-9','-9'
'687474580146',1,'3','-6','3','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'687483920147',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'687486950147',1,'3','-6','1','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'687497420247',1,'3','-6','2','1','-9',2,'-6','1','3','1','-9','-9','-9','-9','-9'
'687502703053',1,'4','-6','-7','-7','-9',-7,'-6','3','-7','1','-9','1','-9','-9','-9'
'687502963053',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'687536940141',1,'3','-6','1','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'687548370142',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'687553510143',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'687559910145',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'687559910145',2,'3','-6','2','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'687574350149',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'687579003058',1,'3','-6','-7','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'687579990148',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'687600340143',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'687611530147',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'687622720144',1,'3','-6','-7','-9','-9',-7,'-6','3','1','1','-9','-9','-9','1','-9'
'687649410144',1,'2','-6','3','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'687653950347',1,'4','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'687656950248',1,'2','-6','3','1','-9',2,'-6','2','3','1','-9','-9','-9','-9','-9'
'687657310148',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'687661700146',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'687664300149',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'687664960140',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'687670580147',1,'3','-6','3','1','-9',6,'-6','2','1','1','-9','1','-9','-9','-9'
'687673750145',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'687716780241',1,'3','-6','1','1','-9',6,'-6','3','1','1','-9','-9','-9','-9','-9'
'687717990142',1,'3','-6','2','1','-9',7,'-6','2','1','1','-9','-9','-9','-9','-9'
'687730970248',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'687730970248',2,'3','-6','1','2','-9',4,'1','1','1','2','-9','-9','-9','-9','-9'
'687733750146',1,'3','-6','1','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'687755160146',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'687784910148',1,'3','-6','3','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'687792900141',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'687793970144',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'687809240245',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'687824930148',1,'4','-6','3','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'687827780140',1,'3','-6','2','-9','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'687828430140',1,'3','-6','1','1','-9',7,'-6','1','1','1','-9','-9','-9','-9','-9'
'687828720144',1,'3','-6','1','2','-9',2,'2','1','3','1','-9','-9','-9','-9','-9'
'687839590140',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'687857790148',1,'3','-6','3','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'687879340142',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'687879740242',1,'3','-6','2','-8','-9',-8,'-6','2','-8','1','-9','1','-9','-9','-9'
'687889380142',1,'3','-6','3','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'687889380142',2,'3','-6','3','1','-9',1,'-6','3','1','2','-9','-9','-9','-9','1'
'687898190144',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'687922180449',1,'3','-6','2','2','-9',2,'1','2','2','1','-9','-9','-9','-9','-9'
'687922900143',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'687926143052',1,'3','-6','1','2','-9',5,'1','2','1','1','-9','-9','-9','-9','-9'
'687926143052',2,'3','-6','2','2','-9',5,'2','1','3','2','-9','-9','-9','-9','-9'
'687926553052',1,'3','-6','1','2','-9',6,'2','3','1','1','-9','-9','-9','-9','-9'
'687951330141',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'687961550143',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'687962360142',1,'3','-6','3','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'687987890142',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'687996820144',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'688003780145',1,'2','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'688015690147',1,'2','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'688019550141',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'688021520144',1,'3','-6','3','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'688022500147',1,'3','-6','2','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'688027360146',1,'3','-6','1','2','-9',5,'2','1','1','1','-9','-9','-9','-9','-9'
'688027760141',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688029590148',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'688029740248',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688031680145',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'688040350140',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'688042550143',1,'3','-6','2','2','-9',5,'1','2','2','1','-9','-9','-9','-9','-9'
'688051780141',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'688051940141',1,'3','-6','2','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'688053400149',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'688053730149',1,'3','-6','3','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'688078870149',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688078870149',2,'3','-6','2','1','-9',-7,'-6','2','2','2','-9','-9','-9','1','-9'
'688081370144',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'688085720141',1,'3','-6','3','2','-9',2,'2','1','1','1','-9','-9','-9','-9','-9'
'688092220145',1,'2','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'688092220145',2,'2','-6','2','2','-9',4,'1','1','1','2','-9','-9','-9','-9','-9'
'688097770148',1,'3','-6','1','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'688097930148',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'688099700144',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'688102510145',1,'3','-6','2','2','-9',4,'2','2','2','1','-9','-9','-9','-9','-9'
'688103580143',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688113700146',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'688113700146',2,'-6','-6','-6','-6','1',-6,'-6','-6','-6','2','-9','-9','-9','1','-9'
'688115540148',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'688119910148',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688119910148',2,'3','-6','2','1','-9',3,'-6','2','2','2','-9','-9','-9','-9','-9'
'688127500140',1,'3','-6','2','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'688129140143',1,'3','-6','2','2','-9',3,'2','1','1','1','-9','-9','-9','-9','-9'
'688134900146',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'688136990145',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'688138160140',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688138320140',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'688138320249',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688138570140',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688138570140',2,'3','-6','2','1','-9',2,'-6','2','1','2','-9','-9','-9','-9','-9'
'688141500147',1,'4','-6','2','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'688141930143',1,'3','-6','1','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'688141930143',2,'3','-6','1','2','-9',3,'1','1','1','2','-9','-9','-9','-9','-9'
'688144500140',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688150000148',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'688170750148',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'688170910148',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688171790147',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688171950147',1,'4','-6','2','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'688190530141',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688190530141',2,'3','-6','1','1','-9',3,'-6','2','1','2','-9','-9','-9','-9','-9'
'688190780241',1,'3','-6','3','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'688192940148',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'688196540144',1,'4','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688202560247',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688204550143',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'688220770148',1,'4','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'688223370247',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'688225710149',1,'3','-6','1','2','-9',4,'1','1','3','1','-9','-9','-9','-9','-9'
'688226120143',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688226120143',2,'3','-6','3','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'688238950145',1,'3','-6','3','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'688239910140',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'688243190140',1,'2','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'688243500140',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688243520144',1,'3','-6','1','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'688244980148',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'688246160146',1,'3','-6','1','2','-9',-8,'1','1','1','1','-9','-9','-9','-9','-9'
'688248900141',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'688251700145',1,'3','-6','-7','2','-9',-7,'1','2','1','1','-9','-9','-9','-9','-9'
'688257340146',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'688261790140',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'688265900146',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'688272910142',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'688276720144',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'688282920148',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'688295570140',1,'3','-6','-7','-8','-9',-8,'-6','2','-8','1','-9','1','-9','-9','-9'
'688295980349',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688306590140',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'688306590140',2,'-6','-6','-6','-6','1',-6,'-6','-6','-6','2','-9','-9','-9','1','-9'
'688316970140',1,'3','-6','3','2','-9',3,'1','3','1','1','-9','-9','-9','-9','-9'
'688319590140',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688320710141',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'688321980448',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'688327900144',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688336170149',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'688336330149',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'688336810140',1,'3','-6','1','1','-9',3,'-6','3','1','1','-9','-9','-9','-9','-9'
'688336810140',2,'3','-6','1','1','-9',3,'-6','3','1','2','-9','-9','-9','-9','-9'
'688357000247',1,'3','-6','2','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'688357000247',2,'-6','-6','-6','-6','1',-6,'-6','-6','-6','2','-9','-9','-9','1','-9'
'688357253051',1,'4','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688358100144',1,'4','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'688374520142',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688374930242',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'688375940248',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'688375940545',1,'3','-6','2','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'688380520140',1,'3','-6','2','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'688381730149',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'688384150143',1,'3','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'688387370147',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'688389860140',1,'3','-6','1','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'688389860140',2,'3','-6','2','1','-9',1,'-6','3','1','2','-9','-9','-9','-9','1'
'688389860249',1,'4','-6','-7','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'688396980141',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688421700245',1,'3','-6','3','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'688421700245',2,'3','-6','3','1','-9',3,'-6','2','1','2','-9','-9','-9','-9','-9'
'688439790146',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688440170140',1,'3','-6','1','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'688442160142',1,'3','-6','3','1','-9',-8,'-6','1','1','1','-9','-9','-9','-9','-9'
'688442570142',1,'3','-6','1','2','-9',4,'1','2','1','1','-9','-9','-9','-9','-9'
'688447520147',1,'2','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688448790142',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'688449620148',1,'2','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688459740144',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688460770140',1,'4','-6','-7','2','-9',-7,'2','3','1','1','-9','-9','-9','-9','-9'
'688460770140',2,'3','-6','-7','2','-9',2,'1','1','1','2','-9','-9','-9','-9','-9'
'688460930140',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688465860145',1,'2','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'688474500143',1,'2','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'688477910143',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688482770146',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688489683059',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'688489910141',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'688493530141',1,'2','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688494960140',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'688497600144',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'688499300149',1,'3','-6','1','2','-9',7,'1','1','1','1','-9','-9','-9','-9','-9'
'688499700140',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'688502323059',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'688502323059',2,'3','-6','2','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'688502723050',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'688503560146',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'688504920145',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688506620143',1,'3','-6','-7','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'688508740347',1,'3','-6','-7','2','-9',-7,'-7','2','1','1','-9','-9','-9','-9','-9'
'688512560143',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'688536140147',1,'4','-6','-7','-7','-9',-7,'-6','2','-7','1','-9','1','-9','-9','-9'
'688536300147',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688539730145',1,'2','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'688541980144',1,'3','-6','1','1','-9',3,'-6','3','1','1','-9','-9','-9','-9','-9'
'688541980144',2,'3','-6','1','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'688546340140',1,'3','-6','1','1','-9',6,'-6','3','1','1','-9','-9','-9','-9','-9'
'688546370147',1,'3','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'688546590140',1,'3','-6','1','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'688584540146',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'688591990141',1,'3','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'688591990141',2,'3','-6','1','2','-9',7,'1','2','2','2','-9','-9','-9','-9','-9'
'688598930147',1,'3','-6','1','2','-9',12,'1','1','1','1','-9','-9','-9','-9','-9'
'688606550142',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'688611140144',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'688619360144',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'688619360144',2,'3','-6','2','1','-9',3,'-6','2','1','2','-9','-9','-9','-9','-9'
'688629130141',1,'3','-6','1','2','-9',4,'2','2','1','1','-9','-9','-9','-9','-9'
'688629130141',2,'3','-6','2','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'688629390141',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688641920145',1,'3','-6','-7','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688653560244',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'688654500142',1,'3','-6','3','2','-9',4,'2','2','1','1','-9','-9','-9','-9','-9'
'688655990140',1,'3','-6','3','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'688656760247',1,'3','-6','2','1','-9',6,'-6','1','3','1','-9','-9','-9','-9','-9'
'688657330145',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688657580145',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'688657750143',1,'2','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'688661720143',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688662000141',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'688663960149',1,'3','-6','2','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'688669970140',1,'2','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'688687160149',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'688687980140',1,'3','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'688698990147',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'688701550341',1,'3','-6','-7','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688717190148',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'688717350148',1,'3','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'688717760147',1,'3','-6','1','2','-9',4,'1','1','2','1','-9','-9','-9','-9','-9'
'688733520144',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688733770143',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'688742700141',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'688753560149',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'688753710249',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'688753970140',1,'3','-6','1','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'688757770145',1,'3','-6','1','1','-9',-8,'-6','2','2','1','-9','-9','-9','-9','-9'
'688759720143',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'688772330142',1,'3','-6','2','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
